livre,chapitre,verset,similarite,notre_texte,texte_github
mg_26,26,6,0.94,Ary ny zana-bohiny* eny an-tanety dia hovonoina amin'ny sabatra; ka dia ho fantatra fa Izaho no Jehovah. [*Hebreo: zananivavy],Ary ny zana-bohiny eny an-tanety dia hovonoina amin'ny sabatra; ka dia ho fantatra fa Izaho no Jehovah.<n>[Heb. zananivavy]</n>
mg_26,26,9,0.94,"Ary hametraka lohondry vy fandravana eo akaikin'ny mandanao izy, sady horavany amin'ny fiadiany* ny tilikambonao. [*Hebreo: sabany]","Ary hametraka lohondry vy fandravana eo akaikin'ny mandanao izy, sady horavany amin'ny fiadiany ny tilikambonao.<n>[Heb. sabany]</n>"
mg_26,26,16,0.56,"Dia hidina hiala amin'ny seza fiandrianany ireo andrianan'ny ranomasina rehetra ka hiala akanjo sy hanaisotra ny fitafiany misoratsoratra; Hovotra no hitafiany, ka hipetraka amin'ny tany izy; ary hangovitra isaky ny indray mipi-maso izy ka ho gaga anao.","Dia hidina hiala amin'ny seza fiandrianany ireo andrianan'ny ranomasina rehetra ka hiala akanjo sy hanaisotra ny fitadiany misoratsoratra; Hovotra no hitafiany, ka hipetraka amin'ny tany izy; ary hangovitra isaky ny indray mipi-maso izy ka ho gaga anao."
mg_26,27,10,0.92,Ny avy any Persia sy ny Lydiana* ary ny Libyana** dia isan'ny miaramila mpiadinao; Nanantona ampinga sy fiarovan-doha teny aminao ireo ka nahatsara tarehy anao. [*Hebreo: Loda] [**Hebreo: Pota],Ny avy any Persia sy ny Lydiana ary ny Libyana dia isan'ny miaramila mpiadinao; Nanantona ampinga sy fiarovan-doha teny aminao ireo ka nahatsara tarehy anao.<n>[Heb. Loda]</n><n>[Heb. Pota]</n>
mg_26,28,25,0.67,"Izao no lazain'i Jehovah Tompo: Raha angoniko avy any amin'ny firenena izay nampielezana azy ny taranak'Isiraely, dia hiseho ho masina eo imason'ny firenena Aho amin'ny ataoko aminy, ka honina any amin'ny taniny izay nomeko an'i Jakoba mpanompoko izy.","Izao no lazain'i Jehovah Tompo: Raha angoniko avy any amin'ny firenena izay nampielezana azy ny taranak'Isiraely, dia hiseho ho masina eo imason'ny firenena Aho amin'ny ataoko aminy, ka honina any aminy taniny izay nomeko an'i Jakoba mpanompoko izy.Dia handry fahizay any izy ka hanorina trano sy hanao tanim-boaloboka; eny, handry fahizay izy amin'ny anatanterahako ny fitsarana ireo rehetra manodidina azy izay manao tsinontsinona azy; ka dia ho fantatra fa Izaho no Jehovah Andriamaniny."
mg_26,29,12,0.94,"Ary hataoko tany rava dia rava* ny tany Egypta, ary ho lao dia ho lao** efa-polo taona ny tanànany; Eny, haeliko ho any amin'ny firenena samy hafa ny Egyptiana, ary hahahako any amin'ny tany samy hafa. [**Hebreo: rava ao amin'ny tany rava] [**Hebreo: lao amin'ny tanàna lao]","Ary hataoko tany rava dia rava ny tany Egypta, ary ho lao dia ho lao efa-polo taona ny tanànany; Eny, haeliko ho any amin'ny firenena samy hafa ny Egyptiana, ary hahahako any amin'ny tany samy hafa.<n>[Heb. rava ao amin'ny tany rava]</n><n>[Heb. lao amin'ny tanàna lao]</n>"
mg_26,30,5,0.91,Etiopia sy Libya* sy Lydia** sy ny olona samy hafa firenena rehetra sy ny Kobiana sy ny zanaky ny tany vita fanekena dia hiaraka ho lavon-tsabatra aminy. [*Hebreo: Pota] [**Hebreo: Loda],Etiopia sy Libya sy Lydia sy ny olona samy hafa firenena rehetra sy ny Kobiana sy ny zanaky ny tany vita fanekena dia hiaraka ho lavon-tsabatra aminy.<n>[Heb. Pota]</n><n>[Heb. Loda]</n>
mg_26,30,7,0.88,"Ho rava dia ho rava* izy, ary ny tanànany ho lao dia ho lao**. [*Hebreo: rava ao amin'ny tany rava] [**Hebreo: lao ao amin'ny tanàna lao]","Ho rava dia ho rava izy, ary ny tanànany ho lao dia ho lao.<n>[Heb. rava ao amin'ny tany rava]</n><n>[Heb. lao ao amin'ny tanàna lao]</n>"
mg_26,30,13,0.94,"Izao no lazain'i Jehovah Tompo: Horavako koa ny sampy, ary hatsahatro ny andriamani-tsy izy ao Memfisa*; ary tsy hisy mpanjaka intsony amin'ny tany Egypta; [*Hebreo: Nofa]","Izao no lazain'i Jehovah Tompo: Horavako koa ny sampy, ary hatsahatro ny andriamani-tsi-izy ao Memfisa; ary tsy hisy mpanjaka intsony amin'ny tany Egypta;<n>[Heb. Nofa]</n>"
mg_26,31,16,0.86,"Tamin'ny fiezinezin'ny fianjerany dia nampihorohoroiko ny firenena, raha nampidiniko ho any amin'ny fiainan-tsy hita* izy, ho naman'izay midina any an-davaka; Ary ny hazo rehetra any Edena, dia ny nojobonina sady soa indrindra any Libanona, dia izay mifo-drano rehetra, samy nampionona ny tenany any ambanin'ny tany, [*Hebreo: sheola]","Tamin'ny fiezinezin'ny fianjerany dia nampihorohoroiko ny firenena, raha nampidiniko ho any amin'ny fiainan-tsi-hita izy, ho naman'izay midina any an-davaka; Ary ny hazo rehetra any Edena, dia ny nojobonina sady soa indrindra any Libanona, dia izay mifo-drano rehetra, samy nampionona ny tenany any ambanin'ny tany,<n>[Heb. sheola]</n>"
mg_26,31,17,0.55,"Ireo koa dia niara-nidina taminy ho any amin'ny fiainan-tsy hita*, ho any amin'izay voatrabaky ny sabatra, mbamin'ireo izay efa sandriny teo, ka nipetraka teo ambanin'ny alokalony teo amin'ny firenena. [*Hebreo: sheola]","Ireo koa dia niara-nidina taminy ho any amin'ny fiainan-tsi-hita, ho any amin'izay voatrabaky ny sabatra, mbamin'ireo izay efa sandriny teo, ka nipetraka teo ambanin'ny alokalony teo amin'ny firenena.<n>[Heb. sheola]</n>Tahaka an'iza amin'ny hazo any Edena moa ianao amin'izao voninahitra sy fahalehibiazana izao? Hampidinina ho any ambanin'ny tany miaraka amin'ny hazo any Edena ianao; Eo amin'ny tsy voafora no hiamparanao, dia eo amin'izay voa-trabaky ny sabatra. Farao sy ny vahoakany maro be rehetra izany, hoy Jehovah Tompo."
mg_26,32,5,0.93,"Haeliko eny an-tendrombohitra ny nofonao, ary hofenoiko ny tenabenao* ny lohasaha. [*Hebreo: hahavonao]","Haeliko eny an-tendrombohitra ny nofonao, ary hofenoiko ny tenabenao ny lohasaha.<n>[Heb. hahavonao]</n>"
mg_26,32,14,0.95,"Dia hahenako* ny ranony, ary hampandehaniko toy ny diloilo ny oniny, hoy Jehovah Tompo, [*Na: hampandriko hadio]","Dia hahenako ny ranony, ary hampandehaniko toy ny diloilo ny oniny, hoy Jehovah Tompo,<n>[Na. hampandriko hadio]</n>"
mg_26,32,19,0.93,"Mihoatra noho ny an'iza moa ny hatsaran-tarehinao? Midina, ka miampara* amin'izay tsy voafora. [*Hebreo: mandria]","Mihoatra noho ny an'iza moa ny hatsaran-tarehinao? Midina, ka miampara amin'izay tsy voafora.<n>[Heb. mandria]</n>"
mg_26,32,27,0.94,"Ary tsy hiara-miampatra* amin'ny lehilahy mahery izay lavo isan'ny tsy voafora izy, dia ireo tafidina any amin'ny fiainan-tsy hita** ka mitondra ny fiadiany, sady voapetraka eo ambanin'ny lohany ny sabany. Ary ao amin'ny taolany ny helony, satria nampahatahotra ny mahery tany amin'ny tanin'ny velona izy. [*Hebreo: mandry] [**Hebreo: Sheola]","Ary tsy hiara-miampatra amin'ny lehilahy mahery izay lavo isan'ny tsy voafora izy, dia ireo tafidina any amin'ny fiainan-tsi-hita ka mitondra ny fiadiany, sady voapetraka eo ambanin'ny lohany ny sabany. Ary ao amin'ny taolany ny helony, satria nampahatahotra ny mahery tany amin'ny tanin'ny velona izy.<n>[Heb. mandry]</n><n>[Heb. Sheola]</n>"
mg_26,32,28,0.94,"Eny, ianao dia haripaka ao amin'ny tsy voafora ka hiara-miampatra* amin'ny voatrabaky ny sabatra. [*Hebreo: mandry]","Eny, ianao dia haripaka ao amin'ny tsy voafora ka hiara-miampatra amin'ny voatrabaky ny sabatra.<n>[Heb. mandry]</n>"
mg_26,32,31,0.43,"Ireny dia ho hitan'i Farao, ka dia hionona izy ny amin'ny vahoakany maro be. Voatrabaky ny sabatra i Farao mbamin'ny miaramilany rehetra, hoy Jeehovah Tompo.","Ireny dia ho hitan'i Farao, ka dia hionona izy ny amin'ny vahoakany maro be. Voatrabaky ny sabatra parao mbamin'ny miaramilany rehetra, hoy Jehovah Tompo.Fa efa nahatonga ny fahatahorana azy tany amin'ny tanin'ny velona Aho; Ary Farao dia halevina ao amin'ny tsy voafora, miaraka amin'ireo voatrabaky ny sabatra, dia Farao mbamin'ny vahoakany maro be rehetra, hoy Jehovah Tompo.<n>[Na. Ahy]</n><n>[Heb. hampandrina]</n>"
mg_26,32,32,0.93,"Fa efa nahatonga ny fahatahorana azy* tany amin'ny tanin'ny velona Aho; Ary Farao dia halevina** ao amin'ny tsy voafora, Miaraka amin'ireo voatrabaky ny sabatra, dia Farao mbamin'ny vahoakany maro be rehetra, hoy Jehovah Tompo. [*Na: Ahy] [**Hebreo: hampandrian]","Fa efa nahatonga ny fahatahorana azy tany amin'ny tanin'ny velona Aho; Ary Farao dia halevina ao amin'ny tsy voafora, miaraka amin'ireo voatrabaky ny sabatra, dia Farao mbamin'ny vahoakany maro be rehetra, hoy Jehovah Tompo.<n>[Na. Ahy]</n><n>[Heb. hampandrina]</n>"
mg_26,33,3,0.94,"ary hitan-dralehilahy fa, indro, avy ny sabatra, ka mitsoka ny anjomara hampitaitra* ny olona izy, [*Hebreo: hananatra]","ary hitan-dralehilahy fa, indro, avy ny sabatra, ka mitsoka ny anjomara hampitaitra ny olona izy,<n>[Heb. hananatra]</n>"
mg_26,33,17,0.94,"Kanefa, hoy ny zanaky ny firenenao: Tsy marina ny fitondran*'ny Tompo; nefa ny fitondran*'ny tenany no tsy marina. [*Hebreo: lalan']","Kanefa, hoy ny zanaky ny firenenao: Tsy marina ny fitondran'ny Tompo; nefa ny fitondran'ny tenany no tsy marina.<n>[Heb. lalan']</n>"
mg_26,33,20,0.95,"Kanefa, hoy ianareo: Tsy marina ny fitondran*'ny Tompo. He! ry taranak'Isiraely, samy hotsaraiko araka ny alehany avy ianareo. [*Hebreo: lalan']","Kanefa, hoy ianareo: Tsy marina ny fitondran'ny Tompo. He! ry taranak'Isiraely, samy hotsaraiko araka ny alehany avy ianareo.<n>[Heb. lalan']</n>"
mg_26,33,32,0.74,"Koa, indro, ianao dia ataony ho tahaka ny mpanao hira mahafinaritra*, izay tsara feo sady mahay mitendry; fa mandre ny teninao izy, nefa tsy mety mankatò azy. [*Na: kalokalo]","Koa, indro, ianao dia ataony ho tahaka ny mpanao hira mahafinaritra, izay tsara feo sady mahay mitendry; fa mandre ny teninao izy, nefa tsy mety mankatò azy.<n>[Na: kalokalo]</n>Ary nony tanteraka izany (indro, efa ho tanteraka ihany), dia ho fantany fa efa nisy mpaminany tokoa tao aminy."
mg_26,36,12,0.92,"Eny, hampivoivoy olona eny aminareo Aho, dia ny Isiraely oloko; Dia hanana anareo* izy ka hahalasa anareo* ho lovany, ary tsy hahalany fara azy intsony ianareo**. [*Hebreo: anao] [**Hebreo: ianao]","Eny, hampivoivoy olona eny aminareo Aho, dia ny Isiraely oloko; Dia hanana anareo izy ka hahalasa anareo ho lovany, ary tsy hahalany fara azy intsony ianareo.<n>[Heb. anao]</n><n>[Heb. ianao]</n>"
mg_26,36,19,0.95,Ary naeliko ho any amin'ny firenena izy ka nahahaka ho any amin'ny tany samy hafa; araka ny fanaony* sy ny asany no nitsarako azy. [*Hebreo: lalany],Ary naeliko ho any amin'ny firenena izy ka nahahaka ho any amin'ny tany samy hafa; araka ny fanaony sy ny asany no nitsarako azy.<n>[Heb. lalany]</n>
mg_26,38,5,0.94,"miaraka aminy ny Persiana sy ny Etiopiana ary ny Libyana*, samy mitondra ampinga lehibe sy fiarovan-doha avokoa, [*Hebreo: Pota]","miaraka aminy ny Persiana sy ny Etiopiana ary ny Libyana, samy mitondra ampinga lehibe sy fiarovan-doha avokoa,<n>[Heb. Pota]</n>"
mg_26,38,8,0.92,"Rehefa afaka andro maro, dia hotadiavina ianao, raha mby any am-parany, dia ho tonga any amin'ny tany izay novonjena ka afaka tamin'ny sabatra ianao, dia tany novorina avy tany amin'ny firenena maro, any an-tendrombohitry ny Isiraely, izay efa lao hatry ny ela; fa efa navoaka avy tany amin'ny firenena izy, ka dia mandry fahizay izy rehetra.","Rehefa afaka andro maro, dia hotadiavina ianao, raha mby any am-parany, dia ho tonga any amin'ny tany izay novonjena ka afaka tamin'ny sabatra ianao, dia tany novorina avy tany amin'ny firenena maro, any an-tendrombohitry ny Isirady, izay efa lao hatry ny ela; fa efa navoaka avy tany amin'ny firenena izy, ka dia mandry fahizay izy rehetra."
mg_26,38,22,0.70,"Ary hamaly azy* amin'ny areti-mandringana sy ny rà sy ny ranon'orana manafotra ary ny havandra vaventy Aho; ary koa, handatsaka afo sy solifara aminy sy amin'ny miaramilany mbamin'ny firenena maro izay miaraka aminy Aho. [*Hebreo: hifandahatra aminy]","Ary hamaly azy amin'ny areti-mandringana sy ny rà sy ny ranon'orana manafotra ary ny havandra vaventy Aho; ary koa, handatsaka afo sy solifara aminy sy amin'ny miaramilany mbamin'ny firenena maro izay miaraka aminy Aho.<n>[Heb. hifandahatra aminy]</n>Ka dia hasehoko ny fihalehibiazako sy ny fahamasinako; ary ho fantatra eo imason'ny firenena maro Aho: ka dia ho fantany fa Izaho no Jehovah."
mg_26,39,16,0.95,Ary hisy tanàna koa hatao hoe Hamona*. Toy izany no hanadiovany ny tany. [*Hamona = Olona maro be],Ary hisy tanàna koa hatao hoe Hamona. Toy izany no hanadiovany ny tany.<n>[Hamona = Olona maro be]</n>
mg_26,40,43,0.95,"Ary nisy fihantonana roa rantsana*, vodivoam-pelatanana ny halavany**, naorina manodidina eny amin'ny rindrina; ary natao teo ambonin'ny latabatra ny hena fanatitra. [*Na: nisy filirany] [**Na: ny habeny]","Ary nisy fihantonana roa rantsana, vodivoam-pelatanana ny halavany, naorina manodidina eny amin'ny rindrina; ary natao teo ambonin'ny latabatra ny hena fanatitra.<n>[Na: nisy filirany]</n><n>[Na: ny habeny]</n>"
mg_26,41,25,0.65,"Ary nisy sarin'ny kerobima sy ny hazo rofia* natao teo amin'ny varavaran'ny ati-trano lehibe tahaka izay natao teo amin'ny rindrina ihany; ary nisy tokonana** hazo teo anoloan'ny lavarangana fidirana, dia teo ivelany. [*palma] [**Na: tatao]","Ary nisy sarin'ny kerobima sy ny hazo rofia natao teo amin'ny varavaran'ny ati-trano lehibe tahaka izay natao teo amin'ny rindrina ihany; ary nisy tokonana hazo teo anoloan'ny lavarangana fidirana, dia teo ivelany.<n>[palma]</n><n>[Na: tatao]</n>Ary nisy varavarankely makarakara tsy mivoha sy sarin'ny hazo rofia teo an-daniny roa, dia teo anilan'ny lavarangana fidirana sy teo amin'ny efi-trano momba ny trano ary teo amin'ny tokonana.<n>[palma]</n><n>[Na: tatao]</n>"
mg_26,43,8,0.91,"tamin'ny nametrahany ny tokonam-baravaran'ireny teo anilan'ny tokonam-baravarako sy ny tolanan'ireny teo anilan'ny tolanako, rindrina ihany no teo anelanelako sy ireny, dia nolotoiny tamin'ny fahavetavetana nataony ny anarako masina; ka dia nahalany ringana azy tamin'ny fahatezerako Aho.","tamin'ny nametrahany ny tokonam-baravaran'ireny teo anilan'ny tokonam-baravarako sy ny tolan'ireny teo anilan'ny tolako, rindrina ihany no teo anelanelako sy ireny, dia nolotoiny tamin'ny fahavetavetana nataony ny anarako masina; ka dia nahalany ringana azy tamin'ny fahatezerako Aho."
mg_26,43,15,0.94,"Ary ny fanambonin'ny alitara* dia ho efatra hakiho, ary eo ambonin'ny fatana** dia hisy tandroka efatra. [*Hebreo: Harela = tendrombohitr'Andriamanitra] [**Hebreo: Ariela = fatan'Andriamanitra, na lion'Andriamanitra, ka tokony ho anaran'ny momba ny fanambonin'ny alitara ireo]","Ary ny fanambonin'ny alitara dia ho efatra hakiho, ary eo ambonin'ny fatana dia hisy tandroka efatra.<n>[Heb. Harela = tendrombohitr'Andriamanitra]</n><n>[Heb. Ariela = fatan'Andriamanitra, na lion'Andriamanitra, ka tokony ho anaran'ny momba ny fanambonin'ny alitara ireo]</n>"
mg_26,43,20,0.95,Dia hangalanao ny ràny ka hatentinao amin'ny tandrony efatra sy amin'ny zorony efatra amin'ny rindriny ary amin'ny koronosiny manodidina; izany no hanadiovanao* azy sy hanaovanao fanavotana ho azy. [*Ny dikan'ny teny Hebreo amin'ireo dia manafaka ota azy; Levitikosy 8:15],Dia hangalanao ny ràny ka hatentinao amin'ny tandrony efatra sy amin'ny zorony efatra amin'ny rindriny ary amin'ny koronosiny manodidina; izany no hanadiovanao azy sy hanaovanao fanavotana ho azy.<n>[Ny dikan'ny teny Hebreo amin'ireo dia manafaka ota azy; Lev. viii. 15]</n>
mg_26,43,22,0.81,Ary amin'ny andro faharoa no hanateranao osilahy tsy misy kilema hatao fanatitra noho ny ota; ary hodioviny* ny alitara tahaka ny nanadiovany* azy tamin'ny vantotr'ombilahy. [*Ny dikan'ny teny Hebreo amin'ireo dia manafaka ota azy; Levitikosy 8:15],Ary amin'ny andro faharoa no hanateranao osilahy tsy misy kilema hatao fanatitra noho ny ota; ary hodioviny ny alitara tahaka ny nanadiovany azy tamin'ny vantotr'ombilahy.<n>[Ny dikan'ny teny Hebreo amin'ireo dia manafaka ota azy; Lev. viii. 15]</n>
mg_26,43,23,0.94,"Ary rehefa vita ny anadiovanao* azy, dia hanatitra vantotr'ombilahy tsy misy kilema sy ondrilahy tsy misy kilema ianao. [*Ny dikan'ny teny Hebreo amin'ireo dia manafaka ota azy; Levitikosy 8:15]","Ary rehefa vita ny anadiovanao azy, dia hanatitra vantotr'ombilahy tsy misy kilema sy ondrilahy tsy misy kilema ianao.<n>[Ny dikan'ny teny Hebreo amin'ireo dia manafaka ota azy; Lev. viii. 15]</n>"
mg_26,43,26,0.42,Hafitoana no hanaovany fanavotana ho an'ny alitara sy hanadiovany azy ary hanokanany* azy. [*Hebreo: hamenoana ny tanany],"Hafitoana no hanaovany fanavotana ho an'ny alitara sy hanadiovany azy ary hanokanany azy.<n>[Heb. hamenoana ny tànany]</n>Ary rehefa tapitra izany andro izany, dia hiantomboka amin'ny andro fahavalo ny hanateran'ny mpisorona ny fanatitra doranareo ao amin'ny alitara sy ny fanati-pihavananareo; ary dia hankasitrahako ianareo, hoy Jehovah Tompo."
mg_27,2,21,0.95,Ary Izy no mandahatra* ny andro sy ny fotoana; Izy no manaisotra mpanjaka sy manangana mpanjaka; Izy no manome fahendrena ho an'ny hendry sy fahalalana ho an'izay mazava saina. [* [*Aramiana: manova],Ary Izy no mandahatra ny andro sy ny fotoana; Izy no manaisotra mpanjaka sy manangana mpanjaka; Izy no manome fahendrena ho an'ny hendry sy fahalalana ho an'izay mazava saina.<n>[Ar. manova]</n>
mg_27,3,8,0.90,Ary tamin'izay dia nisy Kaldeana sasany nanatona ka niampanga* ny Jiosy. [* [*Aramiana: nihinana ny nofon'],Ary tamin'izay dia nisy Kaldeana sasany nanatona ka niampanga ny Jiosy.<n>[Ar. nihinana ny nofon']</n>
mg_27,3,22,0.94,"ary satria mafy ny tenin'ny mpanjaka, ka natao mahamay indrindra ny lafaoro, dia matin'ny lelafo ireny lehilahy izay nanipy* an'i Sadraka sy Mesaka sy Abednego. [* [*Aramiana: nampiakatra]","ary satria mafy ny tenin'ny mpanjaka, ka natao mahamay indrindra ny lafaoro, dia matin'ny lelafo ireny lehilahy izay nanipy an'i Sadraka sy Mesaka sy Abednego.<n>[Ar. nampiakatra]</n>"
mg_27,4,1,0.89,Izaho Nebokadnezara niadana tao an-tranoko ary faly finaritra* tao an-dapako. [* [*Aramiana: maitso],Izaho Nebokadnezara niadana tao an-tranoko ary faly finaritra tao an-dapako.<n>[Ar. maitso]</n>
mg_27,4,24,0.89,"Koa aoka hankasitrahanao ny anatro, ry mpanjaka, ka dia ny fahamarinana no ento mampitsahatra* ny fahotanao, ary ny fiantrana ny mahantra no ento mampitsahatra* ny helokao, fandrao mba hampaharetina ahay ny fiadananao. [* [*Aramiana: anapaho]","Koa aoka hankasitrahanao ny anatro, ry mpanjaka, ka dia ny fahamarinana no ento mampitsahatra ny fahotanao,ary ny fiantrana ny mahantra no ento mampitsahatra ny helokao, fandrao mba hampaharetina ahay ny fiadananao.<n>[Ar. anapaho]</n>"
mg_27,5,16,0.76,"ary efa reko ny aminao, fa ianao no mahalaza hevitra sy mahay mampiseho hevitra miafina; koa raha mahavaky ny soratra sy mampahafantatra ahy ny heviny ianao, dia hampiakanjoina volomparasy, sy hasiana rojo volamena ny vozonao, ary ho isan'ny mpanapaka telo lahy amin'ny fanjakana ianao.","ary efa reko ny aminao, fa ianao no mahalaza hevitra sy mahay mampiseho hevitra miafina; koa raha mahavaky ny soratra sy mampahafantatra ahy ny heviny ianao, dia hampiakanjoina volomparasy, sy hasiana rofo volamena ny vozonao, ary ho isan'ny mpanapaka telo lahy amin'ny fanjakana ianao."
mg_27,5,25,0.95,"Ary ny teny voasoratra dia izao: Mene, Mene, Tekela, Oparesina*. [*Oparesina = sy Paresina]","Ary ny teny voasoratra dia izao: Mene, Mene, Tekela, Oparesina.<n>[Oparesina = sy Paresina]</n>"
mg_27,7,1,0.77,"Tamin'ny taona voalohany nanjakan'i Belsazara, mpanjakan'i Babylona, dia nanonofy Daniela sady nahita fahitana* tao am-pandriany, ary nosoratany ny nofy, ka nambarany ny fotopototry ny teny. [* [*Aramiana: fahitan'ny lohany]","Fahitana niseho tamin'i Daniela ny amin'ny fanjakana efatra lehibe, sy ny hitsaran'Andriamanitra ireo.Tamin'ny taona voalohany nanjakan'i Belsazara, mpanjakan'i Babylona, dia nanonofy Daniela sady nahita fahitana tao am-pandriany, ary nosoratany ny nofy, ka nambarany ny fotopototry ny teny.<n>[Ar. fahitan'ny lohany]</n>"
mg_27,8,14,0.90,"Ary hoy izy tamiko: Telon-jato sy roa arivo andro*; ary nony afaka izany, dia amin'izay vao hodiovina** ny fitoerana masina. [*Hebreo: hariva sy maraina] [**Hebreo: ho marina]","Ary hoy izy tamiko: Taon-jato sy roa arivo andro; ary nony afaka izany, dia amin'izay vao hodiovina ny fitoerana masina. <n>[Heb. hariva sy maraina]</n><n>[Heb. ho marina]</n>"
mg_27,9,26,0.63,"Ary rehefa afaka ny roa amby enim-polo herinandro, dia hovonoina ny Mesia* ka tsy hanana; ary ny vahoaky ny mpanjaka izay ho avy dia handrava ny tanana sy ny fitoerana masina; ary ny farany dia hisy safotra, ary hatramin'ny farany dia hisy ady sy fandravana voatendry. [*Na: ilay voahosotra]","Ary rehefa afaka ny roa amby enim-polo herinandro, dia hovonoina ny Mesia ka tsy hanana; ary ny vahoaky ny mpanjaka izay ho avy dia handrava ny tanana sy ny fitoerana masina; ary ny farany dia hisy safotra, ary hatramin'ny farany dia hisy ady sy fandravana voatendry.<n>[Na: ilay voahosotra]</n>Ary hanorina fanekena ho herinandro amin'ny maro izy ary hampitsahatra ny fanatitra alatsa-drà sy ny fanatitra hafa hatramin'ny antsasaky ny herinandro, ary amin'ny elatry ny fahavetavetana no nihavian'ny mpandrava, hatramin'ny fahafonganana voatendry, izay haidina amin'ny mpandrava. <n>[Na: eo an-tampon']</n><n>[Na: ny efa lao]</n>"
mg_28,1,6,0.95,"Ary nanan'anaka indray ravehivavy ka nitera-bavy. Dia hoy Jehovah taminy: Ataovy Lô-rohama* no anarany; fa tsy hamindra fo amin'ny taranak'Isiraely intsony Aho, eny, tsy havelako mihitsy ny helony**. [*Lô-rohama = Tsy namindrana fo] [**Na: hofoanako avokoa ny ananany]","Ary nanan'anaka indray ravehivavy ka nitera-bavy. Dia hoy Jehovah taminy: Ataovy Lò-rohama no anarany; fa tsy hamindra fo amin'ny taranak'Isiraely intsony Aho, eny, tsy havelako mihitsy ny helony.<n>[Lò-rohama = Tsy namindrana fo]</n><n>[Na: hofoanako avokoa ny ananany]</n>"
mg_28,1,8,0.49,"Ary rehefa notazana Lô-rohama, dia nanan'anaka indray reniny ka nitera-dahy.","Ary rehefa notazana Lò-rohama, dia nanan'anaka indray reniny ka nitera-dahy.Dia hoy Jehovah: Ataovy Lò-amy no anarany; fa ianareo tsy oloko, ary Izaho tsy ho Andriamanitrareo.<n>[Lò-amy = Tsy oloko]</n><n>[Heb. tsy ho anareo]</n>"
mg_28,1,9,0.89,"Dia hoy Jehovah: Ataovy Lô-amy* no anarany; fa ianareo tsy oloko, ary Izaho tsy ho Andriamanitrareo**. [*Lô-amy = Tsy oloko] [**Hebreo: tsy ho anareo]","Dia hoy Jehovah: Ataovy Lò-amy no anarany; fa ianareo tsy oloko, ary Izaho tsy ho Andriamanitrareo.<n>[Lò-amy = Tsy oloko]</n><n>[Heb. tsy ho anareo]</n>"
mg_28,2,3,0.92,"Manaova amin'ny rahalahinareo hoe: Amy*, ary amin'ny anabavinareo hoe: Rohama**. [*Amy = Oloko] [**Rohama = Namindrana fo]","Manaova amin'ny rahalahinareo hoe: Amy, ary amin'ny anabavinareo hoe: Rohama. <n>[Amy = Oloko]</n><n>[Rohama = Namindrana fo]</n>"
mg_28,2,25,0.92,Dia hafafiko ho Ahy amin'ny tany izy; Ary hamindra fo amin'i Lô-rohama* Aho sady hanao amin'i Lô-amy hoe: Oloko ianao; Ary izy kosa hanao hoe: Andriamanitro Ianao. [*Izahao Hosea 1:6],Dia hafafiko ho Ahy amin'ny tany izy; Ary hamindra fo amin'i Lò-rohama Aho sady hanao amin'i Lò-amy hoe: Oloko ianao; Ary izy kosa hanao hoe: Andriamanitro Hianao.<n>[Izahao i. 6]</n>
mg_28,4,18,0.74,"Efa lefy ny divainy; Mahery mijangajanga izy*; Fatra-pitia henatra ireo mpanapaka azy**. [*Na: Rehefa mitsahatra ny fibobohany, dia mahery mijangajanga izy] [**Hebreo: ampingany]","Efa lefy ny divainy; Mahery mijangajanga izy; Fatra-pitia henatra ireo mpanapaka azy. <n>[Na: Rehefa mitsahatra ny fibobohany, dia mahery mijangajanga izy]</n><n>[Heb. ampingany]</n>Voapaoky ny elatry ny rivotra izy ka ho menatra noho ny zavatra novonoiny hatao fanatitra."
mg_28,5,2,0.95,Ny mpivadika dia fatra-pamono*; Fa Izaho kosa famaizana azy rehetra. [*Na: fatra-panao ratsy],Ny mpivadika dia fatra-pamono; Fa Izaho kosa famaizana azy rehetra.<n>[Na: fatra-panao ratsy]</n>
mg_28,8,5,0.89,"Maharikoriko* ilay ombilahy kelinao, ry Samaria; Mirehitra aminareo** ny fahatezerako; Mandra-pahoviana no tsy ho tohanareo*** ny fahadiovana? [*Na: Ataony ho zava-maharikoriko] [**Hebreo: aminy] [***Hebreo: tohany]","Maharikoriko ilay ombilahy kelinao, ry Samaria; Mirehitra aminareo ny fahatezerako; Mandra-pahoviana no tsy ho tohanareo ny fahadiovana?<n>[Na: Ataony ho zava-maharikoriko]</n><n>[Heb. aminy]</n><n>[Heb. tohany]</n>"
mg_28,8,9,0.94,Fa niakatra ho any Asyria izy Toy ny borikidia mandeha irery; Efraima dia nanangy ireo lehilahiny* [*Hebreo: fitiavany],Fa niakatra ho any Asyria izy Toy ny borikidia mandeha irery; Efraima dia nanangy ireo lehilahiny <n>[Heb. fitiavany]</n>
mg_28,9,14,0.94,"Jehovah o, omeo azy — inona no homenao azy? Omeo azy ny kibo tsy mahazo zaza* sy ny nono ritra. [*Na: momba]","Jehovah ô, omeo azy - inona no homenao azy? Omeo azy ny kibo tsy mahazo zaza sy ny nono ritra.<n>[Na: momba]</n>"
