livre,chapitre,verset,notre_texte,texte_github_concatene
mg_24,2,36,"Nahoana ianao no maika hanova ny alehanao? Fa ho menatra noho ny amin'i Egypta koa ianao, toy ny nahamenaranao noho ny amin'i Asyria.","Nahoana ianao no maika hanova ny alehanao? Fa ho menatra noho ny amin'i Egypta koa ianao, toy ny nahamenaranao noho ny amin'i Asyria.Izany koa dia hialanao, ka hiloloha tanana ianao; Fa nolavin'i Jehovah ny tokinao, ka tsy hambinina amin'ireo ianao."
mg_24,3,24,"Fa lanin'ilay mampahamenatra hatramin'ny fahazazanay ny zavatra efa nisasaran'ny razanay, dia ny ondry aman'osiny sy ny ombiny, ny zananilahy sy ny zananivavy.","Fa lanin'ilay mampahamenatra hatramin'ny fahazazanay ny zavatra efa nisasaran'ny razanay, dia ny ondry aman'osiny sy ny ombiny, ny zananilahy sy ny zananivavy.Aoka handry ao amin'ny henatray izahay. Ary aoka hanarona anay ny fahafaham-boninahitray, satria tamin'i Jehovah Andriamanitray no efa nanotanay dia izahay sy ny razanay, hatramin'ny fahazazanay ka ambaraka androany sady tsy nihaino ny feon'i Jehovah Andriamanitray izahay."
mg_24,4,30,"Ary hanao ahoana ianao, ry ilay rava? Na dia miakanjo jaky aza ianao, na dia miravaka volamena aza ianao, na dia hosoranao loko mainty aza ny masonao, foana ny itadiavanao hahatsara tarehy anao; Hanifika anao ireo lehilahy tia anao, ka ny ainao aza no hotadiaviny.","Ary hanao ahoana ianao, ry ilay rava? Na dia miakanjo jaky aza ianao, na dia miravaka volamena aza ianao, na dia hosoranao loko mainty aza ny masonao, foana ny itadiavanao hahatsara tarehy anao; Hanifika anao ireo lehilahy tia anao, ka ny ainao aza no hotadiaviny.Fa efa nandre feo Aho tahaka ny vehivavy raha miteraka sy fidridridridriana tahaka ny vehivavy izay vao miteraka ny matoany, dia ny feon'i Ziona zanakavavy, izay misefosefo sady mamelatra ny tànany ka manao hoe: Lozako! Fa reraka ny aiko azon'ireo mpamono olona."
mg_24,5,30,Zava-mahagaga sy mahatsiravina no atao eo amin'ny tany;,"Zava-mahagaga sy mahatsiravina no atao eo amin'ny tany;Ny mpaminany maminany lainga, ny mpisorona : manapaka araka izay atoron'ireny, ary ny oloko mankasitraka izany; Koa hanao ahoana re ianareo any amparany?"
mg_24,6,29,"May ny tafoforana, levon'ny afo ny firaka, foana ny nandrendrehan'ny mpandrendrika, fa tsy voaisotra ny ratsy.","May ny tafoforana, levon'ny afo ny firaka, foana ny nandrendrehan'ny mpandrendrika, fa tsy voaisotra ny ratsy.Ataon'ny olona hoe, volafotsy tsy lany izy, satria tsy lanin'i Jehovah."
mg_24,7,33,"Ary ny fatin'ity firenena ity dia ho fihinan'ny voro-manidina sy ny bibidia, ka tsy hisy hanaitaitra azy.","Ary ny fatin'ity firenena ity dia ho fihinan'ny voro-manidina sy ny bibidia, ka tsy hisy hanaitaitra azy.Dia hatsahatro any an-tanànan'ny Joda sy eny an-dalamben'i Jerosalema ny feo mifaly sy ny feo miravoravo, dia ny feon'ny mpampakatra sy ny feon'ny ampakarina; Fa ho lao ny tany."
mg_24,8,22,Moa tsy misy balsama va any Gileada? Moa tsy misy dokotera va any? Koa nahoana no tsy tanteraka ny fanasitranana ny oloko zanakavavy?,"Moa tsy misy balsama va any Gileada? Moa tsy misy dokotera va any? Koa nahoana no tsy tanteraka ny fanasitranana ny oloko zanakavavy?Enga anie ka ho rano ny lohako, ary ho loharanon-dranomaso ny masoko, mba hitomaniako andro aman'alina noho ny voavono amin'ny oloko zanakavavy!"
mg_24,10,24,"Jehovah o, anaro aho, nefa araka ny antonony ihany, fa tsy amin'ny fahatezeranao, fandrao hataonao tonga tsinontsinona aho.","Jehovah ô, anaro aho, nefa araka ny antonony ihany, fa tsy amin'ny fahatezeranao, fandrao hataonao tonga tsinontsinona aho.Aidino amin'ny jentilisa izay tsy mahalala Anao ny fahatezeranao, dia amin'ny taranaka Izay tsy miantso ny anaranao. Fa efa nihinana an'i Jakoba ireo, eny, nihinana sy nahalevona azy ary nahalao ny fonenany."
mg_24,11,22,"izao no lazain'i Jehovah, Tompon'ny maro: Indro, hovaliako Izy, ka ny zatovo ho fatin-tsabatra, ary ny zananilahy sy ny zananivavy ho fati-mosary;","izao no lazain'i Jehovah, Tompon'ny maro: Indro, hovaliako Izy, ka ny zatovo ho fatin-tsabatra, ary ny zananilahy sy ny zananivavy ho fati-mosary;Ka tsy hisy hiangana izy; Fa hahatonga loza amin'ny mponina ao Anatota Aho amin'ny taona hamaliana azy."
mg_24,12,16,"Koa raha mba hianatra ny fanaon'ny oloko tokoa ireo ka hianiana amin'ny anarako hoe: Raha velona koa Jehovah, tahaka ny nampianaran'ireo ny oloko hianiana amin'i Bala, dia haorina ao amin'ny oloko izy;","Koa raha mba hianatra ny fanaon'ny oloko tokoa ireo ka hianiana amin'ny anarako hoe: Raha velona koa Jehovah, tahaka ny nampianaran'ireo ny oloko hianiana amin'i Bala, dia haorina ao amin'ny oloko izy;Fa raha tsy hankatò kosa izy, dia hongotako izany firenena izany, eny, hongotako sy haringako izy, hoy Jehovah."
mg_24,13,26,"Ary Izaho kosa dia hampiainga ny moron-tongotr'akanjonao ho eny amin'ny tavanao, mba hisehoan'ny henatrao.","Ary Izaho kosa dia hampiainga ny moron-tongotr'akanjonao ho eny amin'ny tavanao, mba hisehoan'ny henatrao.Ny fijangajanganao sy ny fanenonao, ny fahavetavetan'ny fijejojejoanao any amin'ny havoana any an-tsaha, eny, samy efa hitako avokoa ireo fahavetavetanao ireo. Lozanao, ry Jerosalema! Mandra-pahoviana no mbola tsy hetezanao hanadio ny tenanao?<n>[Izahao v. 8]</n>"
mg_24,14,21,"Noho ny amin'ny anaranao dia aza arianao izahay; Aza atao ho tsinontsinona ny seza fiandrianan'ny voninahitrao; Tsarovy, ka aza tsoahanao ny fanekenao taminay.","Noho ny amin'ny anaranao dia aza arianao izahay; Aza atao ho tsinontsinona ny seza fiandrianan'ny voninahitrao; Tsarovy, ka aza tsoahanao ny fanekenao taminay.Mba misy mahalatsaka ranonorana va ireny sampin'ny jentilisa ireny? Na mahay mandatsaka ranonorana mivatravatra va ny lanitra? Fa tsy Hianao ihany va no Izy, ry Jehovah Andriamanitray ô? Koa manantena Anao izahay, satria Hianao no nanao ireo zavatra rehetra ireo.<n>[Heb. zava-poanan']</n>"
mg_24,15,20,"Ary hataoko manda varahina mirova ho amin'ity firenena ity ianao: Hiady aminao izy, nefa tsy hahaleo anao; Fa momba anao hamonjy sy hanafaka anao Aho, hoy Jehovah;","Ary hataoko manda varahina mirova ho amin'ity firenena ity ianao: Hiady aminao izy, nefa tsy hahaleo anao; Fa momba anao hamonjy sy hanafaka anao Aho, hoy Jehovah;Ary hanafaka anao amin'ny tanan'ny ity ratsy fanahy Aho sy hanavotra anao amin'ny tanan'ny mpampahory."
mg_24,16,20,Moa mahay manao andriamanitra ho azy va ny olona? Tsy Andriamanitra ireny.,"Moa mahay manao andriamanitra ho azy va ny olona? Tsy Andriamanitra ireny.Koa, indro, hampahafantariko azy amin'izao indray mandeha izao, eny, hampahafantariko azy ny tanako sy ny heriko, ka dia ho fantany fa Jehovah no anarako."
mg_24,19,14,"Ary Jeremia dia tonga avy tany Tofeta, izay nanirahan'i Jehovah azy haminany, ka nitsangana teo amin'ny kianjan'ny tranon'i Jehovah izy, dia nanao tamin'ny vahoaka rehetra hoe:","Ary Jeremia dia tonga avy tany Tofeta, izay nanirahan'i Jehovah azy haminany, ka nitsangana teo amin'ny kianjan'ny tranon'i Jehovah izy, dia nanao tamin'ny vahoaka rehetra hoe:Izao no lazain'i Jehovah, Tompon'ny maro, Andriamanitry ny Isiraely: Indro, hataoko mihatra amin'ity tanàna ity sy amin'ny zana-bohiny rehetra ny loza rehetra izay nolazaiko hatao aminy noho ny nanamafiany ny hatony tsy hihainoany ny teniko."
mg_24,20,17,"Satria tsy nahafaty ahy tany an-kibo izy, hahatonga an'Ineny ho fasako, ka hivesatra ahy mandrakariva ny kibony.","Satria tsy nahafaty ahy tany an-kibo izy, hahatonga an'Ineny ho fasako, ka hivesatra ahy mandrakariva ny kibony.Nahoana re aho no nivoaka avy tany an-kibo mba hahita fahoriana sy alahelo, ka ho lany aman-kenatra ny androko!"
mg_24,21,13,"Indro, hohatoniko ianao, ry mponina an-dohasaha, dia eo amin'ny vatolampy amin'ny tany lemaka, hoy Jehovah, dia ianareo izay manao hoe: Iza moa no sahy hidina hamely anay? Ary iza no sahy hiditra ato amin'ny fonenanay?","Indro, hohatoniko ianao, ry mponina an-dohasaha, dia eo amin'ny vatolampy amin'ny tany lemaka, hoy Jehovah, dia ianareo izay manao hoe: Iza moa no sahy hidina hamely anay? Ary iza no sahy hiditra ato amin'ny fonenanay?Fa hamaly anareo araka ny vokatry ny asanareo Aho, hoy Jehovah, ary handrehitra afo ao amin'ny alany, ka handevona ny manodidina azy rehetra izany."
mg_24,22,29,Ry tany! ry tany! ry tany! Henoy ny tenin'i Jehovah.,"Ry tany! ry tany! ry tany! Henoy ny tenin'i Jehovah.Izao no lazain'i Jehovah Soratanareo ho tsy manam-para ity lehilahy ity, dia lehilahy tsy hambinina amin'ny androny; Fa tsy hisy amin'ny taranany izay hambinina Hipetraka eo amin'ny seza fiandrianan'i Davida, na hanapaka ao amin'ny Joda intsony"
mg_24,23,39,"Dia, indro, hanadino anareo tokoa Aho sady hanary anareo mbamin'ny tanàna izay nomeko anareo sy ny razanareo tsy ho eo anatrehako;","Dia, indro, hanadino anareo tokoa Aho sady hanary anareo mbamin'ny tanàna izay nomeko anareo sy ny razanareo tsy ho eo anatrehako;Ary hataoko mihatra aminareo ny fahafaham-baraka mandrakizay sy ny fahamenarana mandrakizay izay tsy hohadinoina."
mg_24,25,37,Ary efa tonga lao ny kijana niadanana noho ny firehetan'ny fahatezeran'i Jehovah.,Ary efa tonga lao ny kijana niadanana noho ny firehetan'ny fahatezeran'i Jehovah.Nandao ny fiereny toy ny liona tanora izy; Fa efa lao ny taniny noho ny fahasiahan'ny mpampahory sy noho ny firehetan'ny fahatezerany.
mg_24,26,23,"Ary Oria dia nalain'ireo niala avy tany Egypta ka nentiny teo amin'i Joiakima mpanjaka; ary izy namono azy tamin'ny sabatra, dia nanary ny fatiny teny amin'ny fasam-bahoaka.","Ary Oria dia nalain'ireo niala avy tany Egypta ka nentiny teo amin'i Joiakima mpanjaka; ary izy namono azy tamin'ny sabatra, dia nanary ny fatiny teny amin'ny fasam-bahoaka.Nefa ny tànan'i Ahikama, zanak'i Safana, dia nomba an'i Jeremia mba tsy hanolorana azy ho eo an-tànan'ny vahoaka hovonoiny."
mg_24,27,21,"eny, izao no lazain'i Jehovah, Tompon'ny maro, Andriamanitry ny Isiraely, ny amin'ny fanaka izay sisa ao an-tranon'i Jehovah sy ao an-tranon'ny mpanjakan'ny Joda sy ato Jerosalema:","eny, izao no lazain'i Jehovah, Tompon'ny maro, Andriamanitry ny Isiraely, ny amin'ny fanaka izay sisa ao an-tranon'i Jehovah sy ao an-tranon'ny mpanjakan'ny Joda sy ato Jerosalema:Ho any Babylona no hitondrana ireo, sady hitoetra any izy ambara-pahatongan'ny andro hamangiako azy, hoy Jehovah, dia vao ho entiko miakatra izy ka hampodiko amin'ity tanàna ity."
mg_24,28,16,"Koa izao no lazain'i Jehovah: Indro, hesoriko tsy ho amin'ny tany ianao; amin'ity taona ity ihany no hahafatesanao, satria fiodinana tamin'i Jehovah no notorinao","Koa izao no lazain'i Jehovah: Indro, hesoriko tsy ho amin'ny tany ianao; amin'ity taona ity ihany no hahafatesanao, satria fiodinana tamin'i Jehovah no notorinaoKa dia maty tamin'ny volana fahafito tamin'iny taona iny ihany Hanania mpaminany."
mg_24,29,31,"Maniraha ho any amin'ny babo rehetra, ka lazao aminy hoe: Izao no lazain'i Jehovah ny amin'i Semaia Nehelamita: Noho ny naminanian'i Semaia taminareo, kanefa tsy nirahiko izy tsinona, fa nampitoky anareo tamin'ny lainga","Maniraha ho any amin'ny babo rehetra, ka lazao aminy hoe: Izao no lazain'i Jehovah ny amin'i Semaia Nehelamita: Noho ny naminanian'i Semaia taminareo, kanefa tsy nirahiko izy tsinona, fa nampitoky anareo tamin'ny laingadia izao no lazain'i Jehovah: Indro, efa hamaly an'i Semaia Nehelamita sy ny taranany Aho: tsy hanana zanakalahy honina amin'ity firenena ity izy sady tsy hanam-pifaliana amin'ny hahitana ny soa izay hataoko amin'ny oloko, hoy Jehovah, satria fiodinana tamin'i Jehovah no notoriny."
mg_24,30,23,He! ny tadion'i Jehovah! Mivoaka ny fahatezerana sy ny tadio mitambolimbolina ka miantonta amin'ny lohan'ny ratsy fanahy.,He! ny tadion'i Jehovah! Mivoaka ny fahatezerana sy ny tadio mitambolimbolina ka miantonta amin'ny lohan'ny ratsy fanahy.Ny firehetan'ny fahatezeran'i Jehovah tsy ho afaka ambara-panefany sy ambara-panatanterany ny hevitry ny fony; Mbola ho fantatrareo marimarina izany any am-parany.
mg_24,31,39,"Ary ny famolaina dia mbola hohenjaniko mahitsy hatreo an-tampon'ny tendrombohitra Gareba, dia hasangodina ho any Goa;","Ary ny famolaina dia mbola hohenjaniko mahitsy hatreo an-tampon'ny tendrombohitra Gareba, dia hasangodina ho any Goa;Ary ny lohasaham-paty sy lavenona rehetra sy ny saha rehetra hatramin'ny Lohasahan-driaka Kidrona ka hatramin'ny zoron'ny vavahadin-tsoavaly atsinanana dia ho masina ho an'i Jehovah; Tsy hongotana na horavana intsony izy mandrakizay."
mg_24,32,43,"Ary mbola hisy fividianana saha eto amin'ity tany ity, izay ataonareo hoe Tany lao tsy misy olona na biby fiompy sady efa voatolotra eo an-tanan'ny Kaldeana.","Ary mbola hisy fividianana saha eto amin'ity tany ity, izay ataonareo hoe Tany lao tsy misy olona na biby fiompy sady efa voatolotra eo an-tànan'ny Kaldeana.Eny, saha no hovidin'ny olona vola, ka hosoratany amin'ny taratasy sy hasiany tombo-kase ary hasiany vavolombelona ao amin'ny tanin'ny Benjamina sy amin'ny manodidina an'i Jerosalema sy amin'ny tanànan'ny Joda sy amin'ny tanàna any amin'ny tany havoana sy amin'ny tanàna ny amin'ny tany lemaka amoron-tsiraka ary amin'ny tanàna any amin'ny tany atsimo; fa hampodiko avy amin'ny fahababoany izy, hoy Jehovah.<n>[Heb. Sefela]</n>"
mg_24,33,25,"Izao no lazain'i Jehovah: Raha tsy amin'ny andro sy ny alina ny fanekeko, ary raha tsy notendreko ny lalàna fitondrana ny lanitra sy ny tany,","Izao no lazain'i Jehovah: Raha tsy amin'ny andro sy ny alina ny fanekeko, ary raha tsy notendreko ny lalàna fitondrana ny lanitra sy ny tany,Dia hariako ny taranak'i Jakoba sy Davida mpanompoko, ka ny taranany tsy mba hanalako ho mpanapaka ny taranak'i Abrahama sy Isaka ary Jakoba; Fa hampodiko avy amin'ny fahababoana izy ka hamindrako fo."
mg_24,34,21,"Ary Zedekia, mpanjakan'ny Joda, sy ny mpanapaka dia hatolotro eo an-tanan'ny fahavalony sy eo an-tanan'izay mitady ny ainy ary eo an-tanan'ny miaramilan'ny mpanjakan'i Babylona, izay efa lasa niala taminareo.","Ary Zedekia, mpanjakan'ny Joda, sy ny mpanapaka dia hatolotro eo an-tànan'ny fahavalony sy eo an-tànan'izay mitady ny ainy ary eo an-tànan'ny miaramilan'ny mpanjakan'i Babylona, izay efa lasa niala taminareo.Indro, handidy Aho, hoy Jehovah, ary hampivereniko ho amin'ity tanàna ity ireo; ary hasiany ity ka ho afany, dia hodorany amin'ny afo; ary ny tanànan'ny Joda dia hofoanako tsy hisy mponina."
mg_24,35,18,"Ary ny taranak'i Rekaba dia nilazan'i Jeremia hoe: Izao no lazain'i Jehovah, Tompon'ny maro, Andriamanitry ny Isiraely: Noho ny nahatananareo ny hafatr'i Jonadaba razanareo sy ny nitandremanareo ny hafany rehetra ary ny nanaovanareo araka izay rehetra nanafarany anareo,","Ary ny taranak'i Rekaba dia nilazan'i Jeremia hoe: Izao no lazain'i Jehovah, Tompon'ny maro, Andriamanitry ny Isiraely: Noho ny nahatananareo ny hafatr'i Jonadaba razanareo sy ny nitandremanareo ny hafany rehetra ary ny nanaovanareo araka izay rehetra nanafarany anareo,dia izao no lazain'i Jehovah, Tompon'ny maro, Andriamanitry ny Isiraely: Jonadaba, zanak'i Rekaba, tsy ho diso zanakalahy hitsangana eo anatrehako mandrakizay."
mg_24,36,31,"Ary hampijaliko izy mbamin'ny taranany sy ny mpanompony noho ny helony; ary havoko mihatra aminy sy amin'ny mponina any Jerosalema ary amin'ny lehilahy amin'ny Joda ny loza rehetra izay nolazaiko hatao aminy, fa tsy nohenoiny.","Ary hampijaliko izy mbamin'ny taranany sy ny mpanompony noho ny helony; ary havoko mihatra aminy sy amin'ny mponina any Jerosalema ary amin'ny lehilahy amin'ny Joda ny loza rehetra izay nolazaiko hatao aminy, fa tsy nohenoiny.Ary Jeremia dia naka horonan-taratasy hafa koa, ka natolony an'i Baroka mpanoratra, zanak'i Neria, ary izy nanoratra tao avy tamin'ny vavan'i Jeremia ny teny rehetra izay tao amin'ilay horonan-taratasy nodoran'i Joiakima, mpanjakan'ny Joda, tamin'ny afo; sady nampiany teny maro tahaka ireny koa aza."
mg_24,37,20,"Koa trarantitra ianao, ry tompokolahy mpanjaka, henoy kely ange! aoka hoborahina eto anatrehanao ny fifonako, ka aza averina ho ao amin'ny tranon'i Jonatana mpanoratra aho, fandrao dia maty ao.","Koa trarantitra ianao, ry tompokolahy mpanjaka, henoy kely ange! aoka hoborahina eto anatrehanao ny fifonako, ka aza averina ho ao amin'ny tranon'i Jonatana mpanoratra aho, fandrao dia maty ao.Dia nasain'i Zedekia mpanjaka nataony teo amin'ny kianjan'ny trano fiambenana Jeremia, ka nasainy nomena mofo iray isan'andro isan'andro avy any amin'ny fitoeran'ny mpanao mofo izy, ambara-pahalanin'ny mofo rehetra tao an-tanàna. Toy izany no nitoeran'i Jeremia teo amin'ny kianjan'ny trano fiambenana."
mg_24,38,27,"Ary nankany amin'i Jeremia ny mpanapaka rehetra ka nanontany azy; dia nolazainy taminy araka izay teny rehetra nandidian'ny mpanjaka azy. Ary tsy niresaka taminy intsony ireo, ka dia tsy re ny raharaha.","Ary nankany amin'i Jeremia ny mpanapaka rehetra ka nanontany azy; dia nolazainy taminy araka izay teny rehetra nandidian'ny mpanjaka azy. Ary tsy niresaka taminy intsony ireo, ka dia tsy re ny raharaha.Ary Jeremia nitoetra teo amin'ny kianjan'ny trano fiambenana mandra-pahatongan'ny andro nanafahana an'i Jerosalema."
mg_24,39,17,"Nefa hovonjeko ianao amin'izany andro izany, hoy Jehovah, fa tsy mba hatolotra eo an-tanan'ny olona izay atahoranao.","Nefa hovonjeko ianao amin'izany andro izany, hoy Jehovah, fa tsy mba hatolotra eo an-tànan'ny olona izay atahoranao.Fa hovonjeko tokoa ianao ka tsy holavon-tsabatra; eny, ny ainao no ho babonao, satria efa natoky Ahy, hoy Jehovah."
mg_24,40,15,"Ary Johanana, zanak'i Karea, nilaza mangingina tamin'i Gedalia tao Mizpa nanao hoe: masïna ianao, aoka aho handeha hamono an'Isimaela, zanak'i Netania, fa tsy hisy olona hahalala izany tsy akory; fa nahoana no havela hamono anao izy ka hampiely ny Jiosy rehetra izay tafangona eto aminao ary hahalany ringana ny sisa amin'ny Joda?","Ary Johanana, zanak'i Karea, nilaza mangingina tamin'i Gedalia tao Mizpa nanao hoe: masìna ianao, aoka aho handeha hamono an'Isimaela, zanak'i Netania, fa tsy hisy olona hahalala izany tsy akory; fa nahoana no havela hamono anao izy ka hampiely ny Jiosy rehetra izay tafangona eto aminao ary hahalany ringana ny sisa amin'ny Joda?Fa hoy Gedalia, zanak'i Ahikama, tamin'i Johanana, zanak'i Karea: Aza manao izany ianao, fa miampanga lainga foana an'Isimaela ianao."
mg_24,42,21,Ary efa nambarako taminareo androany; nefa tsy nihaino ny feon'i Jehovah Andriamanitrareo ianareo ny amin'izay zavatra nanirahany ahy ho aminareo.,Ary efa nambarako taminareo androany; nefa tsy nihaino ny feon'i Jehovah Andriamanitrareo ianareo ny amin'izay zavatra nanirahany ahy ho aminareo.Koa aoka ho fantatrareo marimarina fa ho fatin-tsabatra sy mosary ary areti-mandringana ianareo any amin'ny tany izay tianareo hivahiniana.
mg_24,43,12,"Ary handrehitra afo ao amin'ny tranon'ny andriamanitr'i Egypta Aho, ka dia hodorany sy hobaboiny ireo, ary hitafy ny tany Egypta izy toy ny fitafin'ny mpiandry ondry ny lambany; ary hiala any amin'ny fiadanana izy.","Ary handrehitra afo ao amin'ny tranon'ny andriamanitr'i Egypta Aho, ka dia hodorany sy hobaboiny ireo, ary hitafy ny tany Egypta izy toy ny fitafin'ny mpiandry ondry ny lambany; ary hiala any amin'ny fiadanana izy.Ary hotorotoroiny ny tsangam-baton-tsampy ao Beti-semesy, izay any amin'ny tany Egypta; ary hodorany amin'ny afo ny tranon'ny andriamanitr'i Egypta."
mg_24,45,4,"Lazao aminy hoe: Izao no lazain'i Jehovah: Indro, horavako izay efa naoriko, ary hongotako izay efa namboleko, dia izao tany rehetra izao.","Lazao aminy hoe: Izao no lazain'i Jehovah: Indro, horavako izay efa naoriko, ary hongotako izay efa namboleko, dia izao tany rehetra izao.Mitady zavatra lehibe ho anao va ianao? aza mitady izany! fa, indro, hahatonga loza ho amin'ny nofo rehetra Aho, hoy Jehovah; fa raha ny ainao dia homeko anao ho babonao ihany any amin'izay rehetra nalehanao."
mg_24,46,27,"Fa aza matahotra ianao, ry Jakoba mpanompoko, ary aza mivadi-po, ry Isiraely; Fa, indro, hovonjeko avy any amin'ny lavitra ianao, ary ny taranakao avy any amin'ny tany nahababo azy; Dia hiverina Jakoba ka hiadana, eny, handry fahizay izy, ka tsy hisy hanaitaitra azy.","Fa aza matahotra ianao, ry Jakoba mpanompoko, ary aza mivadi-po, ry Isiraely; Fa, indro, hovonjeko avy any amin'ny lavitra ianao, ary ny taranakao avy any amin'ny tany nahababo azy; Dia hiverina Jakoba ka hiadana, eny, handry fahizay izy, ka tsy hisy hanaitaitra azy.Aza matahotra ianao, ry Jakoba mpanompoko, hoy Jehovah, fa momba anao Aho; Fa na dia levoniko aza ny firenena rehetra izay nandroahako anao, ianao tsy mba holevoniko, nefa kosa mba hanariko araka ny antonony ihany ianao, fa tsy dia havelako fotsiny."
mg_24,48,46,"Idiran-doza ianao, ry Moaba! Ringana ny olon'i Kemosy! Fa ho babo ny zanakao-lahy, ary ho sambotra ny zanakao-vavy.","Idiran-doza ianao, ry Moaba! Ringana ny olon'i Kemosy! Fa ho babo ny zanakao-lahy, ary ho sambotra ny zanakao-vavy.Nefa mbola hampodiko avy amin'ny fahababoana ihany Moaba any amparany, hoy Jehovah. Hatreto ny amin'ny fitsarana an'i Moaba."
mg_24,49,38,"Dia hapetrako ao Elasma ny seza fiandrianako. Ary hofongorako tsy hisy intsony any na ny mpanjaka na ny mpanapaka, hoy Jehovah.","Dia hapetrako ao Elasma ny seza fiandrianako. Ary hofongorako tsy hisy intsony any na ny mpanjaka na ny mpanapaka, hoy Jehovah.Nefa any am-parany dia mbola hampodiko avy amin'ny fahababoany ihany Elama, hoy Jehovah."
mg_24,50,45,"Koa henoy ny saina avy amin'i Jehovah, izay nosaininy hamelezana an'i Babylona, sy ny heviny izay noheveriny hamelezana ny tanin'ny Kaldeana: Hoviraviraina tokoa ireny, dia ny kely indrindra amin'ny ondry; Ho gaga azy tokoa ny saha fiandrasana azy.","Koa henoy ny saina avy amin'i Jehovah, izay nosaininy hamelezana an'i Babylona, sy ny heviny izay noheveriny hamelezana ny tanin'ny Kaldeana: Hoviraviraina tokoa ireny, dia ny kely indrindra amin'ny ondry; Ho gaga azy tokoa ny saha fiandrasana azy.Noho ny antsoantso hoe: ""Efa afaka Babylona"", dia mihorohoro ny tany, ary ny fitarainana dia re any amin'ny firenena."
mg_24,51,63,"Ary rehefa tapitra ny famakianao ity boky ity, dia asio vato afehy aminy, ary atsipazo ao Eofrata izy.","Ary rehefa tapitra ny famakianao ity boky ity, dia asio vato afehy aminy, ary atsipazo ao Eofrata izy.ka ataovy hoe: Toy izao no hilentehan'i Babylona ka tsy hifongarany intsony noho ny loza hataoko mihatra aminy, ka dia ho reraka izy. Hatreto no tenin'i Jeremia."
mg_24,52,33,Ka dia novan'i Joiakina ny fitafiany fony izy mbola tao an-trano-maizina; ary nihinan-kanina teo anatrehany mandrakariva izy tamin'ny andro niainany rehetra.,"Ka dia novan'i Joiakina ny fitafiany fony izy mbola tao an-trano-maizina; ary nihinan-kanina teo anatrehany mandrakariva izy tamin'ny andro niainany rehetra.Ary ny hanina nohaniny dia hanina homena avy amin'ny mpanjakan'i Babylona, araka ny tokony ho anjarany isan'andro isan'andro tamin'ny andro rehetra niainany mandra-pahafatiny.<n>[Na: ny sisim-bolombavany]</n>"
mg_25,2,21,"Miampatrampatra eny an-dalambe ny tanora sy ny antitra; Ny virijinako sy ny zatovoko dia lavon'ny sabatra, Novonoinao tamin'ny andro fahatezeranao izy, eny, naripakao, fa tsy niantranao.","Miampatrampatra eny an-dalambe ny tanora sy ny antitra; Ny virijinako sy ny zatovoko dia lavon'ny sabatra, Novonoinao tamin'ny andro fahatezeranao izy, eny, naripakao, fa tsy niantranao.Nantsoinao ny fampangorohoroana manodidina ahy, toy ny amin'ny fotoam-pivavahana, ka dia tsy nisy sisa afa-nandositra tamin'ny andro fahatezeran'i Jehovah; Izay notrotroiko sy notezaiko aza dia lanin'ny fahavaloko."
mg_25,3,65,"Eny, hohamaizininao ny fony, hihatra aminy ny ozonao.","Eny, hohamaizininao ny fony, hihatra aminy ny ozonao.Henjehinao amin'ny fahatezerana izy ka haringanao tsy ho etỳ ambanin'ny lanitr'i Jehovah."
mg_25,5,21,"Jehovah o, ampivereno aminao izahay, mba hiverenanay; Havaozy ho toy ny fahiny ny andronay.","Jehovah ô, ampivereno aminao izahay, mba hiverenanay; Havaozy ho toy ny fahiny ny andronay.Moa dia nandà anay tokoa va Hianao sy tezitra aminay indrindra?"
mg_26,1,27,"Ary nahita toy ny volon'ny metaly mamirapiratra aho, dia hoatra ny tarehin'ny afo manodidina azy; ary hatramin'ny valahany no ho miakatra ka hatramin'ny valahany no ho midina dia hitako tahaka ny afo, ka nisy namirapiratra manodidina azy.","Ary nahita toy ny volon'ny metaly mamirapiratra aho, dia hoatra ny tarehin'ny afo manodidina azy; ary hatramin'ny valahany no ho miakatra ka hatramin'ny valahany no ho midina dia hitako tahaka ny afo, ka nisy namirapiratra manodidina azy.Toy ny tarehin'avana amin'ny rahona amin'ny andro nisy ranon'orana no tarehin'ny namirapiratra manodidina. Izany no fijery ny endriky ny voninahitr'i Jehovah. Ary nony nahita izany aho, dia nikarapoka nihohoka ka nandre ny feon'ny anankiray niteny."
mg_26,3,26,"Ary hampiraiketiko amin'ny lanilaninao ny lelanao, ka ho moana ianao ary tsy ho mpananatra azy; fa taranaka maditra izy.","Ary hampiraiketiko amin'ny lanilaninao ny lelanao, ka ho moana ianao ary tsy ho mpananatra azy; fa taranaka maditra izy.Fa raha miteny aminao Aho, dia hosokafako ny vavanao, ka dia holazainao aminy hoe: Izao no lazain'i Jehovah Tompo: Izay mihaino, dia aoka izy hihaino; ary izay tsy mihaino, dia aoka izy tsy hihaino kosa; fa taranaka maditra izy."
